Country,State,District,Year,"Functional Sub Centres (UOM:Number), Scaling Factor:1","Functional Primary Health Centres (Phcs) (UOM:Number), Scaling Factor:1","Functional Community Health Centres (Chcs) (UOM:Number), Scaling Factor:1","Functional Health And Wellness Centres-Sub Centres  (Hwc-Scs) (UOM:Number), Scaling Factor:1","Functional Health And Wellness Centres (Hwc)-Primary Health Centres (Phcs) (UOM:Number), Scaling Factor:1","Functional Sub Divisional Hospitals (Sdhs) (UOM:Number), Scaling Factor:1","Functional District Hospitals (Dhs) (UOM:Number), Scaling Factor:1"
India,Uttar Pradesh,Ambedkar Nagar,"Financial Year (Apr - Mar), 2016",232,36,9,,,0,1
India,Uttar Pradesh,Amethi,"Financial Year (Apr - Mar), 2016",271,43,13,,,0,0
India,Uttar Pradesh,Amroha,"Financial Year (Apr - Mar), 2016",172,29,8,,,0,2
India,Uttar Pradesh,Auraiya,"Financial Year (Apr - Mar), 2016",164,33,7,,,0,1
India,Uttar Pradesh,Ayodhya,"Financial Year (Apr - Mar), 2016",255,39,12,,,0,3
India,Uttar Pradesh,Azamgarh,"Financial Year (Apr - Mar), 2016",490,104,22,,,0,2
India,Uttar Pradesh,Baghpat,"Financial Year (Apr - Mar), 2016",200,27,7,,,0,1
India,Uttar Pradesh,Bahraich,"Financial Year (Apr - Mar), 2016",310,63,14,,,0,2
India,Uttar Pradesh,Balrampur,"Financial Year (Apr - Mar), 2016",214,39,9,,,0,2
India,Uttar Pradesh,Banda,"Financial Year (Apr - Mar), 2016",285,54,8,,,0,2
India,Uttar Pradesh,Barabanki,"Financial Year (Apr - Mar), 2016",353,68,17,,,0,2
India,Uttar Pradesh,Bareilly,"Financial Year (Apr - Mar), 2016",413,64,14,,,0,3
India,Uttar Pradesh,Basti,"Financial Year (Apr - Mar), 2016",267,48,11,,,0,4
India,Uttar Pradesh,Bhadohi,"Financial Year (Apr - Mar), 2016",155,21,6,,,0,2
India,Uttar Pradesh,Bijnor,"Financial Year (Apr - Mar), 2016",353,55,11,,,0,2
India,Uttar Pradesh,Budaun,"Financial Year (Apr - Mar), 2016",370,55,14,,,0,2
India,Uttar Pradesh,Bulandshahr,"Financial Year (Apr - Mar), 2016",390,72,13,,,0,4
India,Uttar Pradesh,Chandauli,"Financial Year (Apr - Mar), 2016",244,33,9,,,0,2
India,Uttar Pradesh,Chitrakoot,"Financial Year (Apr - Mar), 2016",140,34,6,,,0,1
India,Uttar Pradesh,Deoria,"Financial Year (Apr - Mar), 2016",364,79,16,,,0,2
India,Uttar Pradesh,Etah,"Financial Year (Apr - Mar), 2016",175,36,4,,,0,2
India,Uttar Pradesh,Etawah,"Financial Year (Apr - Mar), 2016",169,36,8,,,0,3
India,Uttar Pradesh,Farrukhabad,"Financial Year (Apr - Mar), 2016",192,33,8,,,0,2
India,Uttar Pradesh,Fatehpur,"Financial Year (Apr - Mar), 2016",309,49,10,,,0,2
India,Uttar Pradesh,Firozabad,"Financial Year (Apr - Mar), 2016",240,61,9,,,0,3
India,Uttar Pradesh,Gautam Buddha Nagar,"Financial Year (Apr - Mar), 2016",107,22,5,,,0,1
India,Uttar Pradesh,Ghaziabad,"Financial Year (Apr - Mar), 2016",144,20,4,,,0,3
India,Uttar Pradesh,Ghazipur,"Financial Year (Apr - Mar), 2016",393,73,16,,,0,2
India,Uttar Pradesh,Gonda,"Financial Year (Apr - Mar), 2016",338,66,16,,,0,2
India,Uttar Pradesh,Gorakhpur,"Financial Year (Apr - Mar), 2016",448,77,18,,,0,2
India,Uttar Pradesh,Hamirpur,"Financial Year (Apr - Mar), 2016",215,41,8,,,0,2
India,Uttar Pradesh,Hapur,"Financial Year (Apr - Mar), 2016",148,24,5,,,0,0
India,Uttar Pradesh,Hardoi,"Financial Year (Apr - Mar), 2016",432,73,17,,,0,2
India,Uttar Pradesh,Hathras,"Financial Year (Apr - Mar), 2016",147,32,7,,,0,3
India,Uttar Pradesh,Jalaun,"Financial Year (Apr - Mar), 2016",286,39,8,,,0,2
India,Uttar Pradesh,Jaunpur,"Financial Year (Apr - Mar), 2016",499,92,22,,,0,3
India,Uttar Pradesh,Jhansi,"Financial Year (Apr - Mar), 2016",326,44,6,,,0,2
India,Uttar Pradesh,Kannauj,"Financial Year (Apr - Mar), 2016",188,37,11,,,0,1
India,Uttar Pradesh,Kanpur Dehat,"Financial Year (Apr - Mar), 2016",217,36,11,,,0,2
India,Uttar Pradesh,Kanpur Nagar,"Financial Year (Apr - Mar), 2016",390,51,10,,,0,4
India,Uttar Pradesh,Kasganj,"Financial Year (Apr - Mar), 2016",170,36,5,,,0,1
India,Uttar Pradesh,Kaushambi,"Financial Year (Apr - Mar), 2016",170,36,7,,,0,1
India,Uttar Pradesh,Kheri,"Financial Year (Apr - Mar), 2016",387,70,15,,,0,2
India,Uttar Pradesh,Kushi Nagar,"Financial Year (Apr - Mar), 2016",339,67,14,,,0,1
India,Uttar Pradesh,Lalitpur,"Financial Year (Apr - Mar), 2016",191,29,5,,,0,2
India,Uttar Pradesh,Lucknow,"Financial Year (Apr - Mar), 2016",336,40,11,,,0,11
India,Uttar Pradesh,Mahoba,"Financial Year (Apr - Mar), 2016",140,19,4,,,0,2
India,Uttar Pradesh,Mahrajganj,"Financial Year (Apr - Mar), 2016",278,47,14,,,0,1
India,Uttar Pradesh,Mainpuri,"Financial Year (Apr - Mar), 2016",203,55,9,,,0,2
India,Uttar Pradesh,Mathura,"Financial Year (Apr - Mar), 2016",261,37,12,,,0,3
India,Uttar Pradesh,Mau,"Financial Year (Apr - Mar), 2016",225,45,6,,,0,2
India,Uttar Pradesh,Meerut,"Financial Year (Apr - Mar), 2016",293,44,12,,,0,2
India,Uttar Pradesh,Mirzapur,"Financial Year (Apr - Mar), 2016",265,50,13,,,0,2
India,Uttar Pradesh,Moradabad,"Financial Year (Apr - Mar), 2016",286,37,6,,,0,2
India,Uttar Pradesh,Muzaffarnagar,"Financial Year (Apr - Mar), 2016",286,49,9,,,0,2
India,Uttar Pradesh,Pilibhit,"Financial Year (Apr - Mar), 2016",195,29,7,,,0,2
India,Uttar Pradesh,Pratapgarh,"Financial Year (Apr - Mar), 2016",360,66,29,,,0,2
India,Uttar Pradesh,Prayagraj,"Financial Year (Apr - Mar), 2016",539,81,20,,,0,5
India,Uttar Pradesh,Rae Bareli,"Financial Year (Apr - Mar), 2016",277,69,18,,,0,2
India,Uttar Pradesh,Rampur,"Financial Year (Apr - Mar), 2016",211,32,5,,,0,2
India,Uttar Pradesh,Saharanpur,"Financial Year (Apr - Mar), 2016",338,53,14,,,0,3
India,Uttar Pradesh,Sambhal,"Financial Year (Apr - Mar), 2016",131,34,9,,,0,1
India,Uttar Pradesh,Sant Kabir Nagar,"Financial Year (Apr - Mar), 2016",182,26,6,,,0,1
India,Uttar Pradesh,Shahjahanpur,"Financial Year (Apr - Mar), 2016",310,50,14,,,0,2
India,Uttar Pradesh,Shamli,"Financial Year (Apr - Mar), 2016",130,31,5,,,0,0
India,Uttar Pradesh,Shrawasti,"Financial Year (Apr - Mar), 2016",133,17,6,,,0,1
India,Uttar Pradesh,Siddharth Nagar,"Financial Year (Apr - Mar), 2016",274,73,12,,,0,1
India,Uttar Pradesh,Sitapur,"Financial Year (Apr - Mar), 2016",448,87,20,,,0,2
India,Uttar Pradesh,Sonbhadra,"Financial Year (Apr - Mar), 2016",165,45,6,,,0,1
India,Uttar Pradesh,Sultanpur,"Financial Year (Apr - Mar), 2016",232,57,14,,,0,2
India,Uttar Pradesh,Unknown Districts Of India,"Financial Year (Apr - Mar), 2016",367,83,15,,,0,2
India,Uttar Pradesh,Unnao,"Financial Year (Apr - Mar), 2016",348,53,14,,,0,2
India,Uttar Pradesh,Varanasi,"Financial Year (Apr - Mar), 2016",312,30,8,,,0,5
India,Uttarakhand,Almora,"Financial Year (Apr - Mar), 2016",206,28,4,,,2,2
India,Uttarakhand,Bageshwar,"Financial Year (Apr - Mar), 2016",84,12,2,,,0,1
India,Uttarakhand,Chamoli,"Financial Year (Apr - Mar), 2016",110,13,5,,,0,1
India,Uttarakhand,Champawat,"Financial Year (Apr - Mar), 2016",68,6,2,,,1,1
India,Uttarakhand,Dehradun,"Financial Year (Apr - Mar), 2016",175,23,7,,,4,2
India,Uttarakhand,Haridwar,"Financial Year (Apr - Mar), 2016",160,28,6,,,1,2
India,Uttarakhand,Nainital,"Financial Year (Apr - Mar), 2016",143,19,8,,,4,2
India,Uttarakhand,Pauri Garhwal,"Financial Year (Apr - Mar), 2016",239,32,5,,,3,2
India,Uttarakhand,Pithoragarh,"Financial Year (Apr - Mar), 2016",155,18,4,,,0,2
India,Uttarakhand,Rudra Prayag,"Financial Year (Apr - Mar), 2016",68,13,2,,,0,1
India,Uttarakhand,Tehri Garhwal,"Financial Year (Apr - Mar), 2016",204,28,5,,,1,1
