Country,State,District,Year,"Functional Sub Centres (UOM:Number), Scaling Factor:1","Functional Primary Health Centres (Phcs) (UOM:Number), Scaling Factor:1","Functional Community Health Centres (Chcs) (UOM:Number), Scaling Factor:1","Functional Health And Wellness Centres-Sub Centres  (Hwc-Scs) (UOM:Number), Scaling Factor:1","Functional Health And Wellness Centres (Hwc)-Primary Health Centres (Phcs) (UOM:Number), Scaling Factor:1","Functional Sub Divisional Hospitals (Sdhs) (UOM:Number), Scaling Factor:1","Functional District Hospitals (Dhs) (UOM:Number), Scaling Factor:1"
India,Kerala,Palakkad,"Financial Year (Apr - Mar), 2021",504,81,19,,,6,3
India,Kerala,Pathanamthitta,"Financial Year (Apr - Mar), 2021",261,45,12,,,4,3
India,Kerala,Thiruvananthapuram,"Financial Year (Apr - Mar), 2021",487,88,22,,,8,7
India,Kerala,Thrissur,"Financial Year (Apr - Mar), 2021",471,86,24,,,6,3
India,Kerala,Wayanad,"Financial Year (Apr - Mar), 2021",200,24,9,,,2,2
India,Ladakh,Kargil,"Financial Year (Apr - Mar), 2021",150,16,4,,,0,1
India,Ladakh,Leh Ladakh,"Financial Year (Apr - Mar), 2021",138,17,3,,,0,1
India,Lakshadweep,Lakshadweep District,"Financial Year (Apr - Mar), 2021",9,4,3,,,2,1
India,Madhya Pradesh,Agar-Malwa,"Financial Year (Apr - Mar), 2021",78,7,1,,,2,1
India,Madhya Pradesh,Alirajpur,"Financial Year (Apr - Mar), 2021",194,15,8,,,0,1
India,Madhya Pradesh,Anuppur,"Financial Year (Apr - Mar), 2021",162,22,9,,,0,1
India,Madhya Pradesh,Ashoknagar,"Financial Year (Apr - Mar), 2021",133,11,3,,,2,1
India,Madhya Pradesh,Balaghat,"Financial Year (Apr - Mar), 2021",294,42,7,,,3,1
India,Madhya Pradesh,Barwani,"Financial Year (Apr - Mar), 2021",332,28,11,,,2,1
India,Madhya Pradesh,Betul,"Financial Year (Apr - Mar), 2021",321,38,10,,,1,1
India,Madhya Pradesh,Bhind,"Financial Year (Apr - Mar), 2021",209,32,8,,,2,1
India,Madhya Pradesh,Bhopal,"Financial Year (Apr - Mar), 2021",66,59,3,,,4,1
India,Madhya Pradesh,Chhatarpur,"Financial Year (Apr - Mar), 2021",239,42,11,,,1,1
India,Madhya Pradesh,Chhindwara,"Financial Year (Apr - Mar), 2021",313,71,9,,,6,1
India,Madhya Pradesh,Damoh,"Financial Year (Apr - Mar), 2021",178,20,6,,,1,1
India,Madhya Pradesh,Datia,"Financial Year (Apr - Mar), 2021",110,13,4,,,2,1
India,Madhya Pradesh,Dewas,"Financial Year (Apr - Mar), 2021",211,31,5,,,4,1
India,Madhya Pradesh,Dhar,"Financial Year (Apr - Mar), 2021",477,53,15,,,4,1
India,Madhya Pradesh,Dindori,"Financial Year (Apr - Mar), 2021",189,25,7,,,0,1
India,Madhya Pradesh,Guna,"Financial Year (Apr - Mar), 2021",162,22,6,,,1,1
India,Madhya Pradesh,Gwalior,"Financial Year (Apr - Mar), 2021",121,50,6,,,4,1
India,Madhya Pradesh,Harda,"Financial Year (Apr - Mar), 2021",81,8,4,,,0,1
India,Madhya Pradesh,Indore,"Financial Year (Apr - Mar), 2021",118,62,7,,,7,1
India,Madhya Pradesh,Jabalpur,"Financial Year (Apr - Mar), 2021",181,54,7,,,5,1
India,Madhya Pradesh,Jhabua,"Financial Year (Apr - Mar), 2021",294,19,8,,,2,1
India,Madhya Pradesh,Katni,"Financial Year (Apr - Mar), 2021",169,25,7,,,1,1
India,Madhya Pradesh,Khandwa (East Nimar),"Financial Year (Apr - Mar), 2021",185,31,9,,,1,1
India,Madhya Pradesh,Khargone (West Nimar),"Financial Year (Apr - Mar), 2021",317,60,11,,,3,1
India,Madhya Pradesh,Mandla,"Financial Year (Apr - Mar), 2021",275,33,10,,,1,1
India,Madhya Pradesh,Mandsaur,"Financial Year (Apr - Mar), 2021",179,41,7,,,3,1
India,Madhya Pradesh,Morena,"Financial Year (Apr - Mar), 2021",239,26,5,,,5,1
India,Madhya Pradesh,Narmadapuram,"Financial Year (Apr - Mar), 2021",161,21,5,,,3,1
India,Madhya Pradesh,Narsimhapur,"Financial Year (Apr - Mar), 2021",139,24,6,,,3,1
India,Madhya Pradesh,Neemuch,"Financial Year (Apr - Mar), 2021",105,19,2,,,3,1
India,Madhya Pradesh,Niwari,"Financial Year (Apr - Mar), 2021",62,9,1,,,0,1
India,Madhya Pradesh,Panna,"Financial Year (Apr - Mar), 2021",157,18,5,,,1,1
India,Madhya Pradesh,Raisen,"Financial Year (Apr - Mar), 2021",188,27,6,,,6,1
India,Madhya Pradesh,Rajgarh,"Financial Year (Apr - Mar), 2021",217,30,6,,,4,1
India,Madhya Pradesh,Ratlam,"Financial Year (Apr - Mar), 2021",197,34,8,,,2,1
India,Madhya Pradesh,Rewa,"Financial Year (Apr - Mar), 2021",322,44,10,,,3,1
India,Madhya Pradesh,Sagar,"Financial Year (Apr - Mar), 2021",268,45,9,,,5,1
India,Madhya Pradesh,Satna,"Financial Year (Apr - Mar), 2021",307,53,12,,,3,1
India,Madhya Pradesh,Sehore,"Financial Year (Apr - Mar), 2021",162,25,8,,,3,1
India,Madhya Pradesh,Seoni,"Financial Year (Apr - Mar), 2021",284,38,5,,,3,1
India,Madhya Pradesh,Shahdol,"Financial Year (Apr - Mar), 2021",229,32,8,,,2,1
India,Madhya Pradesh,Shajapur,"Financial Year (Apr - Mar), 2021",119,18,5,,,3,1
India,Madhya Pradesh,Sheopur,"Financial Year (Apr - Mar), 2021",106,13,4,,,0,1
India,Madhya Pradesh,Shivpuri,"Financial Year (Apr - Mar), 2021",251,20,9,,,0,1
India,Madhya Pradesh,Sidhi,"Financial Year (Apr - Mar), 2021",194,29,7,,,0,1
India,Madhya Pradesh,Singrauli,"Financial Year (Apr - Mar), 2021",205,19,7,,,0,1
India,Madhya Pradesh,Tikamgarh,"Financial Year (Apr - Mar), 2021",148,14,7,,,0,1
India,Madhya Pradesh,Ujjain,"Financial Year (Apr - Mar), 2021",211,39,6,,,6,1
India,Madhya Pradesh,Umaria,"Financial Year (Apr - Mar), 2021",125,13,5,,,0,1
India,Madhya Pradesh,Vidisha,"Financial Year (Apr - Mar), 2021",202,31,7,,,2,1
India,Maharashtra,Ahmednagar,"Financial Year (Apr - Mar), 2021",565,107,23,,,2,1
India,Maharashtra,Akola,"Financial Year (Apr - Mar), 2021",178,42,5,,,1,0
India,Maharashtra,Amravati,"Financial Year (Apr - Mar), 2021",334,75,9,,,5,1
India,Maharashtra,Beed,"Financial Year (Apr - Mar), 2021",297,57,10,,,3,1
India,Maharashtra,Bhandara,"Financial Year (Apr - Mar), 2021",193,34,7,,,2,1
India,Maharashtra,Buldhana,"Financial Year (Apr - Mar), 2021",280,58,12,,,1,1
India,Maharashtra,Chhatrapati Sambhajinagar,"Financial Year (Apr - Mar), 2021",279,74,10,,,3,1
India,Maharashtra,Dharashiv,"Financial Year (Apr - Mar), 2021",215,46,6,,,4,1
India,Maharashtra,Dhule,"Financial Year (Apr - Mar), 2021",232,47,5,,,2,1
India,Maharashtra,Gadchiroli,"Financial Year (Apr - Mar), 2021",376,48,9,,,3,1
India,Maharashtra,Gondia,"Financial Year (Apr - Mar), 2021",258,41,10,,,1,0
India,Maharashtra,Hingoli,"Financial Year (Apr - Mar), 2021",132,27,3,,,2,1
India,Maharashtra,Jalgaon,"Financial Year (Apr - Mar), 2021",442,95,17,,,3,0
India,Maharashtra,Jalna,"Financial Year (Apr - Mar), 2021",218,44,9,,,1,1
India,Maharashtra,Kolhapur,"Financial Year (Apr - Mar), 2021",413,92,18,,,4,0
India,Maharashtra,Latur,"Financial Year (Apr - Mar), 2021",252,60,10,,,1,0
India,Maharashtra,Mumbai,"Financial Year (Apr - Mar), 2021",0,38,0,,,0,0
India,Maharashtra,Nagpur,"Financial Year (Apr - Mar), 2021",316,105,10,,,2,0
India,Maharashtra,Nanded,"Financial Year (Apr - Mar), 2021",379,79,13,,,4,1
India,Maharashtra,Nandurbar,"Financial Year (Apr - Mar), 2021",293,63,12,,,2,1
India,Maharashtra,Nashik,"Financial Year (Apr - Mar), 2021",589,155,24,,,6,1
India,Maharashtra,Palghar,"Financial Year (Apr - Mar), 2021",306,69,10,,,3,0
India,Maharashtra,Parbhani,"Financial Year (Apr - Mar), 2021",214,38,6,,,2,1
India,Maharashtra,Pune,"Financial Year (Apr - Mar), 2021",546,192,41,,,5,1
India,Maharashtra,Raigad,"Financial Year (Apr - Mar), 2021",280,60,8,,,6,1
India,Maharashtra,Ratnagiri,"Financial Year (Apr - Mar), 2021",378,70,8,,,3,1
India,Maharashtra,Sangli,"Financial Year (Apr - Mar), 2021",328,75,14,,,2,0
India,Maharashtra,Satara,"Financial Year (Apr - Mar), 2021",402,76,15,,,2,1
India,Maharashtra,Sindhudurg,"Financial Year (Apr - Mar), 2021",248,38,7,,,3,1
India,Maharashtra,Solapur,"Financial Year (Apr - Mar), 2021",430,96,16,,,3,0
India,Maharashtra,Thane,"Financial Year (Apr - Mar), 2021",180,143,12,,,3,1
India,Maharashtra,Unknown Districts Of India,"Financial Year (Apr - Mar), 2021",0,100,0,,,0,0
India,Maharashtra,Wardha,"Financial Year (Apr - Mar), 2021",181,32,9,,,2,1
India,Maharashtra,Washim,"Financial Year (Apr - Mar), 2021",150,27,6,,,1,1
India,Maharashtra,Yavatmal,"Financial Year (Apr - Mar), 2021",450,69,14,,,3,0
India,Manipur,Bishnupur,"Financial Year (Apr - Mar), 2021",33,7,2,,,0,1
India,Manipur,Chandel,"Financial Year (Apr - Mar), 2021",15,2,1,,,0,1
India,Manipur,Churachandpur,"Financial Year (Apr - Mar), 2021",50,7,0,,,0,1
India,Manipur,Imphal East,"Financial Year (Apr - Mar), 2021",44,14,1,,,0,0
India,Manipur,Imphal West,"Financial Year (Apr - Mar), 2021",54,12,2,,,0,0
India,Manipur,Jiribam,"Financial Year (Apr - Mar), 2021",6,1,1,,,0,0
India,Manipur,Kakching,"Financial Year (Apr - Mar), 2021",13,6,2,,,0,0
India,Manipur,Kamjong,"Financial Year (Apr - Mar), 2021",21,2,1,,,0,0
India,Manipur,Kangpokpi,"Financial Year (Apr - Mar), 2021",35,6,1,,,0,0
India,Manipur,Noney,"Financial Year (Apr - Mar), 2021",15,3,1,,,0,0
India,Manipur,Pherzawl,"Financial Year (Apr - Mar), 2021",19,4,1,,,0,0
India,Manipur,Senapati,"Financial Year (Apr - Mar), 2021",32,8,1,,,0,1
India,Manipur,Tamenglong,"Financial Year (Apr - Mar), 2021",15,3,0,,,0,1
India,Manipur,Tengnoupal,"Financial Year (Apr - Mar), 2021",9,4,0,,,1,0
India,Manipur,Thoubal,"Financial Year (Apr - Mar), 2021",37,10,3,,,0,1
India,Manipur,Ukhrul,"Financial Year (Apr - Mar), 2021",18,6,0,,,0,1
India,Meghalaya,East Garo Hills,"Financial Year (Apr - Mar), 2021",31,9,1,,,0,1
India,Meghalaya,East Jaintia Hills,"Financial Year (Apr - Mar), 2021",36,6,2,,,0,0
India,Meghalaya,East Khasi Hills,"Financial Year (Apr - Mar), 2021",74,44,6,,,1,2
India,Meghalaya,Ri Bhoi,"Financial Year (Apr - Mar), 2021",35,10,3,,,0,1
India,Meghalaya,South Garo Hills,"Financial Year (Apr - Mar), 2021",26,7,1,,,0,1
India,Meghalaya,South West Garo Hills,"Financial Year (Apr - Mar), 2021",27,9,2,,,0,1
India,Meghalaya,South West Khasi Hills,"Financial Year (Apr - Mar), 2021",21,4,2,,,0,0
India,Meghalaya,West Garo Hills,"Financial Year (Apr - Mar), 2021",67,15,5,,,1,2
India,Meghalaya,West Jaintia Hills,"Financial Year (Apr - Mar), 2021",46,15,3,,,0,1
India,Meghalaya,West Khasi Hills,"Financial Year (Apr - Mar), 2021",46,17,2,,,0,2
India,Mizoram,Aizawl,"Financial Year (Apr - Mar), 2021",67,12,3,,,1,2
India,Mizoram,Champhai,"Financial Year (Apr - Mar), 2021",34,6,0,,,0,1
India,Mizoram,Hnahthial,"Financial Year (Apr - Mar), 2021",14,5,0,,,0,1
India,Mizoram,Khawzawl,"Financial Year (Apr - Mar), 2021",18,4,1,,,0,1
India,Mizoram,Kolasib,"Financial Year (Apr - Mar), 2021",28,5,1,,,0,1
India,Mizoram,Lawngtlai,"Financial Year (Apr - Mar), 2021",38,5,1,,,0,1
India,Mizoram,Lunglei,"Financial Year (Apr - Mar), 2021",56,7,0,,,1,1
India,Mizoram,Mamit,"Financial Year (Apr - Mar), 2021",39,8,1,,,0,1
India,Mizoram,Saitual,"Financial Year (Apr - Mar), 2021",25,5,1,,,0,1
India,Mizoram,Serchhip,"Financial Year (Apr - Mar), 2021",29,5,1,,,0,1
India,Mizoram,Siaha,"Financial Year (Apr - Mar), 2021",25,4,0,,,0,1
India,Nagaland,Dimapur,"Financial Year (Apr - Mar), 2021",54,12,2,,,0,1
India,Nagaland,Kiphire,"Financial Year (Apr - Mar), 2021",25,4,1,,,0,1
India,Nagaland,Kohima,"Financial Year (Apr - Mar), 2021",42,16,3,,,0,1
India,Nagaland,Longleng,"Financial Year (Apr - Mar), 2021",10,3,0,,,0,1
India,Nagaland,Mokokchung,"Financial Year (Apr - Mar), 2021",55,17,3,,,0,1
India,Nagaland,Mon,"Financial Year (Apr - Mar), 2021",57,14,3,,,0,1
India,Nagaland,Noklak,"Financial Year (Apr - Mar), 2021",19,3,0,,,0,1
India,Nagaland,Peren,"Financial Year (Apr - Mar), 2021",18,7,2,,,0,1
India,Nagaland,Phek,"Financial Year (Apr - Mar), 2021",49,22,4,,,0,1
India,Nagaland,Tuensang,"Financial Year (Apr - Mar), 2021",36,11,1,,,0,1
India,Nagaland,Wokha,"Financial Year (Apr - Mar), 2021",40,14,2,,,0,1
India,Nagaland,Zunheboto,"Financial Year (Apr - Mar), 2021",47,13,2,,,0,1
India,Odisha,Anugul,"Financial Year (Apr - Mar), 2021",166,32,9,,,3,1
India,Odisha,Balangir,"Financial Year (Apr - Mar), 2021",226,48,15,,,2,1
India,Odisha,Baleshwar,"Financial Year (Apr - Mar), 2021",275,74,17,,,1,1
India,Odisha,Bargarh,"Financial Year (Apr - Mar), 2021",204,49,15,,,1,1
India,Odisha,Bhadrak,"Financial Year (Apr - Mar), 2021",178,55,7,,,0,1
India,Odisha,Boudh,"Financial Year (Apr - Mar), 2021",67,12,5,,,0,1
India,Odisha,Cuttack,"Financial Year (Apr - Mar), 2021",332,73,22,,,2,1
India,Odisha,Deogarh,"Financial Year (Apr - Mar), 2021",42,8,4,,,0,1
India,Odisha,Dhenkanal,"Financial Year (Apr - Mar), 2021",167,38,10,,,2,1
India,Odisha,Gajapati,"Financial Year (Apr - Mar), 2021",136,22,8,,,0,1
India,Odisha,Ganjam,"Financial Year (Apr - Mar), 2021",460,101,28,,,4,1
India,Odisha,Jagatsinghapur,"Financial Year (Apr - Mar), 2021",189,36,11,,,0,1
India,Odisha,Jajapur,"Financial Year (Apr - Mar), 2021",260,63,12,,,0,1
India,Odisha,Jharsuguda,"Financial Year (Apr - Mar), 2021",66,20,6,,,0,1
India,Odisha,Kalahandi,"Financial Year (Apr - Mar), 2021",242,46,18,,,1,1
India,Odisha,Kendrapara,"Financial Year (Apr - Mar), 2021",227,47,8,,,1,1
India,Odisha,Kendujhar,"Financial Year (Apr - Mar), 2021",351,69,17,,,2,1
India,Odisha,Khordha,"Financial Year (Apr - Mar), 2021",202,75,16,,,0,2
India,Odisha,Koraput,"Financial Year (Apr - Mar), 2021",307,51,16,,,0,1
India,Odisha,Malkangiri,"Financial Year (Apr - Mar), 2021",158,27,6,,,2,1
India,Odisha,Mayurbhanj,"Financial Year (Apr - Mar), 2021",589,88,28,,,3,1
India,Odisha,Nabarangpur,"Financial Year (Apr - Mar), 2021",289,42,10,,,1,1
India,Odisha,Nayagarh,"Financial Year (Apr - Mar), 2021",166,38,12,,,1,1
India,Odisha,Nuapada,"Financial Year (Apr - Mar), 2021",95,17,5,,,1,1
India,Odisha,Puri,"Financial Year (Apr - Mar), 2021",241,52,17,,,0,1
India,Odisha,Rayagada,"Financial Year (Apr - Mar), 2021",235,41,11,,,1,1
India,Odisha,Sambalpur,"Financial Year (Apr - Mar), 2021",167,37,11,,,2,1
India,Odisha,Sonepur,"Financial Year (Apr - Mar), 2021",89,20,5,,,1,1
India,Odisha,Sundargarh,"Financial Year (Apr - Mar), 2021",390,71,21,,,1,2
India,Puducherry,Karaikal,"Financial Year (Apr - Mar), 2021",17,11,1,,,0,1
India,Puducherry,Mahe,"Financial Year (Apr - Mar), 2021",4,1,1,,,0,1
India,Puducherry,Pondicherry,"Financial Year (Apr - Mar), 2021",56,27,2,,,0,1
India,Puducherry,Yanam,"Financial Year (Apr - Mar), 2021",4,0,0,,,0,1
India,Punjab,Amritsar,"Financial Year (Apr - Mar), 2021",179,44,8,,,2,1
India,Punjab,Barnala,"Financial Year (Apr - Mar), 2021",71,12,4,,,1,1
India,Punjab,Bathinda,"Financial Year (Apr - Mar), 2021",136,24,9,,,3,1
India,Punjab,Faridkot,"Financial Year (Apr - Mar), 2021",62,11,3,,,1,1
India,Punjab,Fatehgarh Sahib,"Financial Year (Apr - Mar), 2021",73,15,5,,,1,1
India,Punjab,Fazilka,"Financial Year (Apr - Mar), 2021",109,22,6,,,1,1
India,Punjab,Ferozepur,"Financial Year (Apr - Mar), 2021",122,19,4,,,1,1
India,Punjab,Gurdaspur,"Financial Year (Apr - Mar), 2021",222,33,13,,,1,1
India,Punjab,Hoshiarpur,"Financial Year (Apr - Mar), 2021",244,33,12,,,3,1
India,Punjab,Jalandhar,"Financial Year (Apr - Mar), 2021",198,37,14,,,2,1
India,Punjab,Kapurthala,"Financial Year (Apr - Mar), 2021",88,14,5,,,3,1
India,Punjab,Ludhiana,"Financial Year (Apr - Mar), 2021",265,47,16,,,4,1
India,Punjab,Malerkotla,"Financial Year (Apr - Mar), 2021",50,7,2,,,0,1
India,Punjab,Mansa,"Financial Year (Apr - Mar), 2021",103,15,4,,,2,1
India,Punjab,Moga,"Financial Year (Apr - Mar), 2021",122,23,6,,,0,1
India,Punjab,Pathankot,"Financial Year (Apr - Mar), 2021",69,11,4,,,0,1
India,Punjab,Patiala,"Financial Year (Apr - Mar), 2021",185,40,10,,,3,1
India,Punjab,Rupnagar,"Financial Year (Apr - Mar), 2021",85,14,4,,,2,1
India,Punjab,S.A.S Nagar,"Financial Year (Apr - Mar), 2021",76,19,5,,,2,1
India,Punjab,Sangrur,"Financial Year (Apr - Mar), 2021",142,26,6,,,3,1
India,Punjab,Shahid Bhagat Singh Nagar,"Financial Year (Apr - Mar), 2021",95,18,4,,,1,1
India,Punjab,Sri Muktsar Sahib,"Financial Year (Apr - Mar), 2021",102,20,5,,,3,1
India,Punjab,Tarn Taran,"Financial Year (Apr - Mar), 2021",153,18,11,,,2,1
India,Rajasthan,Ajmer,"Financial Year (Apr - Mar), 2021",369,84,25,,,2,2
India,Rajasthan,Alwar,"Financial Year (Apr - Mar), 2021",697,129,42,,,0,1
India,Rajasthan,Banswara,"Financial Year (Apr - Mar), 2021",455,58,22,,,0,1
India,Rajasthan,Baran,"Financial Year (Apr - Mar), 2021",268,52,14,,,0,1
India,Rajasthan,Barmer,"Financial Year (Apr - Mar), 2021",729,106,26,,,1,1
India,Rajasthan,Bharatpur,"Financial Year (Apr - Mar), 2021",396,74,26,,,0,0
India,Rajasthan,Bhilwara,"Financial Year (Apr - Mar), 2021",523,84,27,,,0,0
India,Rajasthan,Bikaner,"Financial Year (Apr - Mar), 2021",420,71,18,,,0,0
India,Rajasthan,Bundi,"Financial Year (Apr - Mar), 2021",205,33,14,,,0,1
India,Rajasthan,Churu,"Financial Year (Apr - Mar), 2021",442,99,18,,,2,1
India,Rajasthan,Dausa,"Financial Year (Apr - Mar), 2021",320,48,17,,,0,1
India,Rajasthan,Dholpur,"Financial Year (Apr - Mar), 2021",234,34,8,,,1,1
India,Rajasthan,Dungarpur,"Financial Year (Apr - Mar), 2021",346,60,16,,,1,1
India,Rajasthan,Ganganagar,"Financial Year (Apr - Mar), 2021",419,63,18,,,0,1
India,Rajasthan,Hanumangarh,"Financial Year (Apr - Mar), 2021",360,60,17,,,0,1
India,Rajasthan,Jaipur,"Financial Year (Apr - Mar), 2021",628,182,41,,,0,1
India,Rajasthan,Jaisalmer,"Financial Year (Apr - Mar), 2021",155,25,11,,,0,1
India,Rajasthan,Jalore,"Financial Year (Apr - Mar), 2021",408,71,12,,,0,1
India,Rajasthan,Jhalawar,"Financial Year (Apr - Mar), 2021",323,45,14,,,0,0
India,Rajasthan,Jhunjhunu,"Financial Year (Apr - Mar), 2021",599,115,28,,,1,1
India,Rajasthan,Jodhpur,"Financial Year (Apr - Mar), 2021",649,109,27,,,0,2
India,Rajasthan,Karauli,"Financial Year (Apr - Mar), 2021",281,36,17,,,1,1
India,Rajasthan,Kota,"Financial Year (Apr - Mar), 2021",190,61,16,,,0,0
India,Rajasthan,Nagaur,"Financial Year (Apr - Mar), 2021",798,136,34,,,5,1
India,Rajasthan,Pali,"Financial Year (Apr - Mar), 2021",475,86,26,,,1,1
India,Rajasthan,Pratapgarh,"Financial Year (Apr - Mar), 2021",204,34,8,,,0,1
India,Rajasthan,Rajsamand,"Financial Year (Apr - Mar), 2021",262,44,16,,,1,1
India,Rajasthan,Sawai Madhopur,"Financial Year (Apr - Mar), 2021",269,41,15,,,1,1
India,Rajasthan,Sikar,"Financial Year (Apr - Mar), 2021",644,115,32,,,3,2
India,Rajasthan,Sirohi,"Financial Year (Apr - Mar), 2021",223,30,10,,,0,1
India,Rajasthan,Tonk,"Financial Year (Apr - Mar), 2021",294,63,12,,,0,1
India,Rajasthan,Udaipur,"Financial Year (Apr - Mar), 2021",621,110,33,,,1,0
India,Sikkim,Gangtok,"Financial Year (Apr - Mar), 2021",54,8,1,,,1,1
India,Sikkim,Gyalshing,"Financial Year (Apr - Mar), 2021",41,7,0,,,0,1
India,Sikkim,Mangan,"Financial Year (Apr - Mar), 2021",19,5,0,,,0,1
India,Sikkim,Namchi,"Financial Year (Apr - Mar), 2021",39,6,1,,,0,1
India,Tamil Nadu,Ariyalur,"Financial Year (Apr - Mar), 2021",117,33,6,,,3,0
India,Tamil Nadu,Chengalpattu,"Financial Year (Apr - Mar), 2021",221,41,8,,,7,0
India,Tamil Nadu,Chennai,"Financial Year (Apr - Mar), 2021",0,144,15,,,5,0
India,Tamil Nadu,Coimbatore,"Financial Year (Apr - Mar), 2021",328,77,12,,,12,1
India,Tamil Nadu,Cuddalore,"Financial Year (Apr - Mar), 2021",319,58,13,,,9,1
India,Tamil Nadu,Dharmapuri,"Financial Year (Apr - Mar), 2021",218,43,8,,,3,1
India,Tamil Nadu,Dindigul,"Financial Year (Apr - Mar), 2021",311,59,14,,,12,0
India,Tamil Nadu,Erode,"Financial Year (Apr - Mar), 2021",311,62,14,,,7,1
India,Tamil Nadu,Kallakurichi,"Financial Year (Apr - Mar), 2021",212,36,9,,,4,0
India,Tamil Nadu,Kanchipuram,"Financial Year (Apr - Mar), 2021",143,23,5,,,3,1
India,Tamil Nadu,Kanniyakumari,"Financial Year (Apr - Mar), 2021",267,38,9,,,8,1
India,Tamil Nadu,Karur,"Financial Year (Apr - Mar), 2021",168,29,8,,,6,1
India,Tamil Nadu,Krishnagiri,"Financial Year (Apr - Mar), 2021",239,51,10,,,6,0
India,Tamil Nadu,Madurai,"Financial Year (Apr - Mar), 2021",314,75,13,,,6,1
India,Tamil Nadu,Mayiladuthurai,"Financial Year (Apr - Mar), 2021",147,26,5,,,5,0
India,Tamil Nadu,Nagapattinam,"Financial Year (Apr - Mar), 2021",111,21,6,,,6,0
India,Tamil Nadu,Namakkal,"Financial Year (Apr - Mar), 2021",240,48,15,,,8,0
India,Tamil Nadu,Perambalur,"Financial Year (Apr - Mar), 2021",90,25,4,,,3,1
India,Tamil Nadu,Pudukkottai,"Financial Year (Apr - Mar), 2021",242,63,13,,,12,1
India,Tamil Nadu,Ramanathapuram,"Financial Year (Apr - Mar), 2021",244,48,11,,,9,0
India,Tamil Nadu,Salem,"Financial Year (Apr - Mar), 2021",398,87,20,,,11,1
India,Tamil Nadu,Sivaganga,"Financial Year (Apr - Mar), 2021",275,40,12,,,16,1
India,Tamil Nadu,Tenkasi,"Financial Year (Apr - Mar), 2021",177,42,10,,,8,1
India,Tamil Nadu,Thanjavur,"Financial Year (Apr - Mar), 2021",309,63,14,,,13,1
India,Tamil Nadu,The Nilgiris,"Financial Year (Apr - Mar), 2021",194,33,4,,,5,0
India,Tamil Nadu,Theni,"Financial Year (Apr - Mar), 2021",162,33,8,,,5,1
India,Tamil Nadu,Thiruvallur,"Financial Year (Apr - Mar), 2021",303,54,14,,,11,0
India,Tamil Nadu,Thiruvarur,"Financial Year (Apr - Mar), 2021",195,40,10,,,7,1
India,Tamil Nadu,Tiruchirappalli,"Financial Year (Apr - Mar), 2021",307,70,14,,,9,1
India,Tamil Nadu,Tirunelveli,"Financial Year (Apr - Mar), 2021",202,43,9,,,8,0
India,Tamil Nadu,Tirupathur,"Financial Year (Apr - Mar), 2021",122,30,7,,,4,0
India,Tamil Nadu,Tiruppur,"Financial Year (Apr - Mar), 2021",242,54,13,,,9,0
India,Tamil Nadu,Tiruvannamalai,"Financial Year (Apr - Mar), 2021",410,81,18,,,9,1
India,Tamil Nadu,Tuticorin,"Financial Year (Apr - Mar), 2021",253,48,12,,,8,1
India,Tamil Nadu,Vellore,"Financial Year (Apr - Mar), 2021",178,39,7,,,4,0
India,Tamil Nadu,Villupuram,"Financial Year (Apr - Mar), 2021",345,52,13,,,7,0
India,Tamil Nadu,Virudhunagar,"Financial Year (Apr - Mar), 2021",245,47,11,,,10,0
India,Telangana,Adilabad,"Financial Year (Apr - Mar), 2021",126,27,1,,,1,0
India,Telangana,Bhadradri Kothagudem,"Financial Year (Apr - Mar), 2021",240,34,4,,,2,0
India,Telangana,Hanumakonda,"Financial Year (Apr - Mar), 2021",81,26,0,,,0,0
India,Telangana,Hyderabad,"Financial Year (Apr - Mar), 2021",133,85,9,,,3,1
India,Telangana,Jagitial,"Financial Year (Apr - Mar), 2021",151,22,2,,,1,0
India,Telangana,Jangoan,"Financial Year (Apr - Mar), 2021",104,13,0,,,0,0
India,Telangana,Jayashankar Bhupalapally,"Financial Year (Apr - Mar), 2021",92,13,2,,,0,0
India,Telangana,Jogulamba Gadwal,"Financial Year (Apr - Mar), 2021",91,13,1,,,1,0
India,Telangana,Kamareddy,"Financial Year (Apr - Mar), 2021",169,20,6,,,2,0
India,Telangana,Karimnagar,"Financial Year (Apr - Mar), 2021",139,22,2,,,0,1
India,Telangana,Khammam,"Financial Year (Apr - Mar), 2021",224,30,1,,,2,1
India,Telangana,Kumuram Bheem Asifabad,"Financial Year (Apr - Mar), 2021",106,22,1,,,1,0
India,Telangana,Mahabubabad,"Financial Year (Apr - Mar), 2021",172,21,2,,,1,0
India,Telangana,Mahabubnagar,"Financial Year (Apr - Mar), 2021",129,23,2,,,0,0
India,Telangana,Mancherial,"Financial Year (Apr - Mar), 2021",121,21,3,,,1,0
India,Telangana,Medak,"Financial Year (Apr - Mar), 2021",155,20,2,,,1,0
India,Telangana,Medchal Malkajgiri,"Financial Year (Apr - Mar), 2021",154,36,1,,,2,0
